tech_id,platform,id,description
T1012,['Windows'],relationship--564de5da-7ecc-45c7-bbd5-619a8f316f70,[BACKSPACE](https://attack.mitre.org/software/S0031) is capable of enumerating and making modifications to an infected system's Registry.(Citation: FireEye APT30)
T1069.001,"['Linux', 'macOS', 'Windows']",relationship--5650777d-f905-4c09-8fd0-0e205178a830,[POWRUNER](https://attack.mitre.org/software/S0184) may collect local group information by running <code>net localgroup administrators</code> or a series of other commands on a victim.(Citation: FireEye APT34 Dec 2017)
T1589,['PRE'],relationship--56547ce9-04bc-4540-8865-69082bac4e63,[FIN13](https://attack.mitre.org/groups/G1016) has researched employees to target for social engineering attacks.(Citation: Mandiant FIN13 Aug 2022)
T1078,"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network']",relationship--565aa787-f255-45c6-9396-8a53bbb3950e,"[LAPSUS$](https://attack.mitre.org/groups/G1004) has used compromised credentials and/or session tokens to gain access into a victim's VPN, VDI, RDP, and IAMs.(Citation: MSTIC DEV-0537 Mar 2022)(Citation: NCC Group LAPSUS Apr 2022)"
T1199,"['Windows', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Office 365']",relationship--565d2d07-0e2e-44e5-bc37-5a64e49394ee,"Once [APT28](https://attack.mitre.org/groups/G0007) gained access to the DCCC network, the group then proceeded to use that access to compromise the DNC network.(Citation: DOJ GRU Indictment Jul 2018)"
T1059.005,"['Windows', 'macOS', 'Linux']",relationship--565d59a0-e2a6-45d2-b655-cff8d02f7ebf,[Confucius](https://attack.mitre.org/groups/G0142) has used VBScript to execute malicious code.(Citation: TrendMicro Confucius APT Feb 2018)
T1025,"['Linux', 'macOS', 'Windows']",relationship--565da748-a5c8-417c-8c55-828c6e9f2c35,[GravityRAT](https://attack.mitre.org/software/S0237) steals files based on an extension list if a USB drive is connected to the system.(Citation: Talos GravityRAT)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--56682d47-48ad-4a8c-9f55-124f7cb90e5b,[FIN6](https://attack.mitre.org/groups/G0037) has removed files from victim machines.(Citation: FireEye FIN6 April 2016)
T1041,"['Linux', 'macOS', 'Windows']",relationship--566913fd-3f30-4d33-b275-4a8c8f31a1c3,[Kevin](https://attack.mitre.org/software/S1020) can send data from the victim host through a DNS C2 channel.(Citation: Kaspersky Lyceum October 2021)
T1056.001,"['Windows', 'macOS', 'Linux', 'Network']",relationship--56694ef7-3ce3-4d8a-914b-71a201dc5921,[Explosive](https://attack.mitre.org/software/S0569) has leveraged its keylogging capabilities to gain access to administrator accounts on target servers.(Citation: CheckPoint Volatile Cedar March 2015)(Citation: ClearSky Lebanese Cedar Jan 2021) 
T1140,"['Windows', 'Linux', 'macOS']",relationship--566d783a-2d86-4b9a-8ca0-5013de5f7fb4,[ISMInjector](https://attack.mitre.org/software/S0189) uses the <code>certutil</code> command to decode a payload file.(Citation: OilRig New Delivery Oct 2017)
T1560.001,"['Linux', 'macOS', 'Windows']",relationship--5677034a-7015-44a2-94b3-9913bc76b9c7,"[Gallmaker](https://attack.mitre.org/groups/G0084) has used WinZip, likely to archive data prior to exfiltration.(Citation: Symantec Gallmaker Oct 2018)"
T1056.001,"['Windows', 'macOS', 'Linux', 'Network']",relationship--5680146f-fc33-4b3e-bbc0-66a7f74587d3,[menuPass](https://attack.mitre.org/groups/G0045) has used key loggers to steal usernames and passwords.(Citation: District Court of NY APT10 Indictment December 2018)
T1110,"['Windows', 'Azure AD', 'Office 365', 'SaaS', 'IaaS', 'Linux', 'macOS', 'Google Workspace', 'Containers', 'Network']",relationship--5682d524-80f0-4fd8-9960-6f54eeafce96,[Turla](https://attack.mitre.org/groups/G0010) may attempt to connect to systems within a victim's network using <code>net use</code> commands and a predefined list or collection of passwords.(Citation: Kaspersky Turla)
T1497.001,"['Linux', 'macOS', 'Windows']",relationship--56889f30-eb6c-4286-b25a-39d35f93a1c0,[Volt Typhoon](https://attack.mitre.org/groups/G1017) has run system checks to determine if they were operating in a virtualized environment.(Citation: Microsoft Volt Typhoon May 2023)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--5697b245-d888-40ab-af72-9236c6daa273,[BACKSPACE](https://attack.mitre.org/software/S0031) uses HTTP as a transport to communicate with its command server.(Citation: FireEye APT30)
T1027,"['Linux', 'macOS', 'Windows']",relationship--569815f7-4a3f-47f3-8903-0b0b2d409c3c,[MiniDuke](https://attack.mitre.org/software/S0051) can use control flow flattening to obscure code.(Citation: ESET Dukes October 2019)
T1221,['Windows'],relationship--56a866fd-1a37-4750-89e6-2e26ed69cb27,"[Tropic Trooper](https://attack.mitre.org/groups/G0081) delivered malicious documents with the XLSX extension, typically used by OpenXML documents, but the file itself was actually an OLE (XLS) document.(Citation: Unit 42 Tropic Trooper Nov 2016)"
T1570,"['Linux', 'macOS', 'Windows']",relationship--56ad8893-2933-4b3b-a84d-026d9afb7dcb,[Turla](https://attack.mitre.org/groups/G0010) RPC backdoors can be used to transfer files to/from victim machines on the local network.(Citation: ESET Turla PowerShell May 2019)(Citation: Symantec Waterbug Jun 2019)
T1003.001,['Windows'],relationship--56af2eea-6c9d-4917-b7d9-275877cb552a,[Blue Mockingbird](https://attack.mitre.org/groups/G0108) has used Mimikatz to retrieve credentials from LSASS memory.(Citation: RedCanary Mockingbird May 2020)
T1070.004,"['Linux', 'macOS', 'Windows']",relationship--56b47ce2-9baa-421b-9187-c780615b97de,[APT41](https://attack.mitre.org/groups/G0096) deleted files from the system.(Citation: FireEye APT41 Aug 2019) 
T1134,['Windows'],relationship--56b59fda-e96d-443d-9f45-e4cc967c911a,[PowerSploit](https://attack.mitre.org/software/S0194)'s <code>Invoke-TokenManipulation</code> Exfiltration module can be used to manipulate tokens.(Citation: GitHub PowerSploit May 2012)(Citation: PowerSploit Documentation)
T1070.005,['Windows'],relationship--56b6a1b5-b7ec-4974-baf1-9e4565ce5b78,[RobbinHood](https://attack.mitre.org/software/S0400) disconnects all network shares from the computer with the command <code>net use * /DELETE /Y</code>.(Citation: CarbonBlack RobbinHood May 2019)
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--56b6c694-6d04-4799-9a34-b4c66f25b30e,[RATANKBA](https://attack.mitre.org/software/S0241) uses HTTP/HTTPS for command and control communication.(Citation: Lazarus RATANKBA)(Citation: RATANKBA)
T1007,"['Windows', 'macOS', 'Linux']",relationship--56b8f3d1-c08e-42a1-8d14-b961391eaaa7,[RainyDay](https://attack.mitre.org/software/S0629) can create and register a service for execution.(Citation: Bitdefender Naikon April 2021)
T1543.003,['Windows'],relationship--56c41e3f-3d8f-4f36-9885-955952e700db,[Kwampirs](https://attack.mitre.org/software/S0236) creates a new service named WmiApSrvEx to establish persistence.(Citation: Symantec Orangeworm April 2018)
T1027,"['Linux', 'macOS', 'Windows']",relationship--56c927c5-f64e-4b31-9a14-7ce78fd1c8a1,[APT3](https://attack.mitre.org/groups/G0022) obfuscates files or information to help evade defensive measures.(Citation: Symantec Buckeye)
T1120,"['Windows', 'macOS', 'Linux']",relationship--56d023cf-4390-40d9-afc6-cb0d40b4cdd1,[APT28](https://attack.mitre.org/groups/G0007) uses a module to receive a notification every time a USB mass storage device is inserted into a victim.(Citation: Microsoft SIR Vol 19)
T1204.002,"['Linux', 'macOS', 'Windows']",relationship--56d37b60-03e0-4aac-b106-0350c2a4ec46,[Magic Hound](https://attack.mitre.org/groups/G0059) has attempted to lure victims into opening malicious email attachments.(Citation: ClearSky Kittens Back 3 August 2020)
T1105,"['Linux', 'macOS', 'Windows']",relationship--56d858ef-2d62-4aa9-b050-699de9b048e9,[MobileOrder](https://attack.mitre.org/software/S0079) has a command to download a file from the C2 server to the victim mobile device's SD card.(Citation: Scarlet Mimic Jan 2016)
T1059.003,['Windows'],relationship--56d8c364-ef22-485c-961f-e3c9782cc6df,[SideTwist](https://attack.mitre.org/software/S0610) can execute shell commands on a compromised host.(Citation: Check Point APT34 April 2021)
T1055,"['Linux', 'macOS', 'Windows']",relationship--56e0b679-1c1b-4c82-9346-bde619c21117,[Waterbear](https://attack.mitre.org/software/S0579) can inject decrypted shellcode into the LanmanServer service.(Citation: Trend Micro Waterbear December 2019)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--56e2010e-20d2-4484-b8ee-742b81b8fcdb,[P8RAT](https://attack.mitre.org/software/S0626) can check for specific processes associated with virtual environments.(Citation: Securelist APT10 March 2021)
T1003.001,['Windows'],relationship--56e40368-38a7-4415-9ebc-8c84694bc7d6,[Lslsass](https://attack.mitre.org/software/S0121) can dump active logon session password hashes from the lsass process.(Citation: Mandiant APT1)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--56e4717c-33ac-4d7e-a737-71aa520af93e,[down_new](https://attack.mitre.org/software/S0472) has the ability to list running processes on a compromised host.(Citation: Trend Micro Tick November 2019)
T1078.003,"['Linux', 'macOS', 'Windows', 'Containers', 'Network']",relationship--56e4bdb5-a57a-463a-a396-7bed2eb6893e,[PROMETHIUM](https://attack.mitre.org/groups/G0056) has created admin accounts on a compromised host.(Citation: Bitdefender StrongPity June 2020)
T1132.001,"['Linux', 'macOS', 'Windows']",relationship--56e55812-7622-4e84-96c6-6fc46dd2b541,[Denis](https://attack.mitre.org/software/S0354) encodes the data sent to the server in Base64.(Citation: Cybereason Cobalt Kitty 2017)
T1546.015,['Windows'],relationship--56ec7ed1-99a1-44bf-8106-d3c23ce16dc8,[PcShare](https://attack.mitre.org/software/S1050) has created the `HKCU\\Software\\Classes\\CLSID\\{42aedc87-2188-41fd-b9a3-0c966feabec1}\\InprocServer32` Registry key for persistence.(Citation: Bitdefender FunnyDream Campaign November 2020)
T1497.003,"['Linux', 'macOS', 'Windows']",relationship--56f3245a-b7dc-46a5-8454-7476e03fe772,[Saint Bot](https://attack.mitre.org/software/S1018) has used the command `timeout 20` to pause the execution of its initial loader.(Citation: Palo Alto Unit 42 OutSteel SaintBot February 2022 )
T1003.003,['Windows'],relationship--56f53206-d15a-4b4d-8391-9d5dd5e0e403,[FIN6](https://attack.mitre.org/groups/G0037) has used Metasploit’s [PsExec](https://attack.mitre.org/software/S0029) NTDSGRAB module to obtain a copy of the victim's Active Directory database.(Citation: FireEye FIN6 April 2016)(Citation: FireEye FIN6 Apr 2019)	
T1106,"['Windows', 'macOS', 'Linux']",relationship--56f73ea6-f7ba-4226-bbf9-55e904843e31,[BlackTech](https://attack.mitre.org/groups/G0098) has used built-in API functions.(Citation: IronNet BlackTech Oct 2021)
T1552.002,['Windows'],relationship--56faef01-6a5b-41a7-a7fe-888860750abe,[IceApple](https://attack.mitre.org/software/S1022) can harvest credentials from local and remote host registries.(Citation: CrowdStrike IceApple May 2022)
T1134.001,['Windows'],relationship--56ff911a-d7bb-4176-8e1f-bf0f46cc7f89,[Cobalt Strike](https://attack.mitre.org/software/S0154) can steal access tokens from exiting processes.(Citation: cobaltstrike manual)(Citation: Cobalt Strike Manual 4.3 November 2020)
T1656,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",relationship--570495a2-c010-4180-abb7-682e6e6528a3,[LAPSUS$](https://attack.mitre.org/groups/G1004) has called victims' help desk and impersonated legitimate users with previously gathered information in order to gain access to privileged accounts.(Citation: MSTIC DEV-0537 Mar 2022)
T1059.001,['Windows'],relationship--570da7ec-2d72-4e1b-9f30-f0e1a10085bf,[POWERTON](https://attack.mitre.org/software/S0371) is written in PowerShell.(Citation: FireEye APT33 Guardrail)
T1027,"['Linux', 'macOS', 'Windows']",relationship--570df7f7-f2d5-4de9-ba74-4adfa99e980f,"[TEARDROP](https://attack.mitre.org/software/S0560) created and read from a file with a fake JPG header, and its payload was encrypted with a simple rotating XOR cipher.(Citation: FireEye SUNBURST Backdoor December 2020)(Citation: Check Point Sunburst Teardrop December 2020)(Citation: Microsoft Deep Dive Solorigate January 2021)"
T1021.006,['Windows'],relationship--571c83a5-0a53-4f57-93bc-52356b6cc741,[Chimera](https://attack.mitre.org/groups/G0114) has used WinRM for lateral movement.(Citation: NCC Group Chimera January 2021)
T1562.001,"['Windows', 'macOS', 'Linux', 'Containers', 'IaaS', 'Network']",relationship--571dc63c-8073-4898-8434-94f8ce2e8d6d,[Pysa](https://attack.mitre.org/software/S0583) has the capability to stop antivirus services and disable Windows Defender.(Citation: CERT-FR PYSA April 2020) 
T1543.003,['Windows'],relationship--5724994d-7213-4a70-8065-1a12280f8f4c,"[SLOTHFULMEDIA](https://attack.mitre.org/software/S0533) has created a service on victim machines named ""TaskFrame"" to establish persistence.(Citation: CISA MAR SLOTHFULMEDIA October 2020)"
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--572a0bc0-58e6-4a8e-a28c-7d8be0bfd781,[DRATzarus](https://attack.mitre.org/software/S0694) can collect information from a compromised host.(Citation: ClearSky Lazarus Aug 2020)
T1531,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS']",relationship--57385cb2-e3ef-4006-b465-a5a48632d02b,[LockerGoga](https://attack.mitre.org/software/S0372) has been observed changing account passwords and logging off current users.(Citation: CarbonBlack LockerGoga 2019)(Citation: Unit42 LockerGoga 2019)
T1027,"['Linux', 'macOS', 'Windows']",relationship--573916d8-804d-4453-be37-e6b1865e87db,[Matryoshka](https://attack.mitre.org/software/S0167) obfuscates API function names using a substitute cipher combined with Base64 encoding.(Citation: CopyKittens Nov 2015)
T1027,"['Linux', 'macOS', 'Windows']",relationship--573e7f53-26e9-4eae-af0e-308d11192f57,APIs and strings in some [TYPEFRAME](https://attack.mitre.org/software/S0263) variants are RC4 encrypted. Another variant is encoded with XOR.(Citation: US-CERT TYPEFRAME June 2018)
T1027.002,"['macOS', 'Windows', 'Linux']",relationship--573f3932-8435-4b4a-b138-d9c955495197,[TA505](https://attack.mitre.org/groups/G0092) has used UPX to obscure malicious code.(Citation: IBM TA505 April 2020)
T1560.001,"['Linux', 'macOS', 'Windows']",relationship--57527643-2aef-4171-b61a-665ab8ed991b,[Daserf](https://attack.mitre.org/software/S0187) hides collected data in password-protected .rar archives.(Citation: Symantec Tick Apr 2016)
T1566.002,"['Linux', 'macOS', 'Windows', 'Office 365', 'SaaS', 'Google Workspace']",relationship--5758382a-2ada-4d05-ad25-8ee802a9e041,[APT32](https://attack.mitre.org/groups/G0050) has sent spearphishing emails containing malicious links.(Citation: ESET OceanLotus)(Citation: Cybereason Oceanlotus May 2017)(Citation: FireEye APT32 April 2020)(Citation: Volexity Ocean Lotus November 2020)(Citation: Amnesty Intl. Ocean Lotus February 2021)
T1218.011,['Windows'],relationship--57597bcb-9cbc-49d4-adfb-fb4c0fe6090e,[Magic Hound](https://attack.mitre.org/groups/G0059) has used rundll32.exe to execute MiniDump from comsvcs.dll when dumping LSASS memory.(Citation: DFIR Report APT35 ProxyShell March 2022)
T1569.002,['Windows'],relationship--5765c7d1-884f-4d6d-a938-4a92c86a9e21,"[Winexe](https://attack.mitre.org/software/S0191) installs a service on the remote system, executes the command, then uninstalls the service.(Citation: Secpod Winexe June 2017)"
T1124,"['Windows', 'Network']",relationship--576c98f3-5753-4242-a5e3-7c0f769c27a1,[ZIRCONIUM](https://attack.mitre.org/groups/G0128) has used a tool to capture the time on a compromised host in order to register it with C2.(Citation: Zscaler APT31 Covid-19 October 2020)
T1583.004,['PRE'],relationship--576cbf79-037c-4265-af56-cd0d7a57c1b9,"For [Operation Wocao](https://attack.mitre.org/campaigns/C0014), the threat actors purchased servers with Bitcoin to use during the operation.(Citation: FoxIT Wocao December 2019)"
T1105,"['Linux', 'macOS', 'Windows']",relationship--576db5e8-7371-4dea-ada9-599cc231e727,[BBK](https://attack.mitre.org/software/S0470) has the ability to download files from C2 to the infected host.(Citation: Trend Micro Tick November 2019)
T1005,"['Linux', 'macOS', 'Windows', 'Network']",relationship--576f0fb4-4cd7-467b-9208-3977321705e4,"During [C0015](https://attack.mitre.org/campaigns/C0015), the threat actors obtained files and data from the compromised network.(Citation: DFIR Conti Bazar Nov 2021)"
T1185,['Windows'],relationship--577796a0-efbb-4023-9083-a76f97bec6f8,[Melcoz](https://attack.mitre.org/software/S0530) can monitor the victim's browser for online banking sessions and display an overlay window to manipulate the session in the background.(Citation: Securelist Brazilian Banking Malware July 2020)
T1083,"['Linux', 'macOS', 'Windows', 'Network']",relationship--577a7635-c4e3-42ab-8f16-d59330fdd535,[Chimera](https://attack.mitre.org/groups/G0114) has utilized multiple commands to identify data of interest in file and directory listings.(Citation: NCC Group Chimera January 2021)
T1053.005,['Windows'],relationship--57828888-a833-44c7-af2c-e250d799a9bc,[Dyre](https://attack.mitre.org/software/S0024) has the ability to achieve persistence by adding a new task in the task scheduler to run every minute.(Citation: Malwarebytes Dyreza November 2015)
T1543.003,['Windows'],relationship--5782aac5-a4c6-4d17-88c9-e29b795e3ee7,[Bankshot](https://attack.mitre.org/software/S0239) can terminate a specific process by its process id.(Citation: McAfee Bankshot)(Citation: US-CERT Bankshot Dec 2017)
T1570,"['Linux', 'macOS', 'Windows']",relationship--578433f2-d3d3-4434-8b6c-986c14204b92,"During [C0018](https://attack.mitre.org/campaigns/C0018), the threat actors transferred the SoftPerfect Network Scanner and other tools to machines in the network using AnyDesk and PDQ Deploy.(Citation: Cisco Talos Avos Jun 2022)(Citation: Costa AvosLocker May 2022)"
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--57851829-665d-4871-9327-1734547f7d9d,[AsyncRAT](https://attack.mitre.org/software/S1087) can check if the current user of a compromised system is an administrator. (Citation: Telefonica Snip3 December 2021)
T1132.001,"['Linux', 'macOS', 'Windows']",relationship--578a4fd8-7c24-44b2-a7c3-1a47786d3c9a,[OopsIE](https://attack.mitre.org/software/S0264) encodes data in hexadecimal format over the C2 channel.(Citation: Unit 42 OopsIE! Feb 2018)
T1027.003,"['Linux', 'macOS', 'Windows']",relationship--5791055c-1a0c-460e-91cc-7d85278ce533,[Bandook](https://attack.mitre.org/software/S0234) has used .PNG images within a zip file to build the executable. (Citation: CheckPoint Bandook Nov 2020)
T1070.006,"['Linux', 'macOS', 'Windows']",relationship--5793708d-b25a-4276-9b0b-697a8494e0f8,[BitPaymer](https://attack.mitre.org/software/S0570) can modify the timestamp of an executable so that it can be identified and restored by the decryption tool.(Citation: Crowdstrike Indrik November 2018)
T1059.006,"['Linux', 'Windows', 'macOS']",relationship--57966b1d-4770-49fb-afb6-b02699bb8154,[Remcos](https://attack.mitre.org/software/S0332) uses Python scripts.(Citation: Riskiq Remcos Jan 2018)
T1113,"['Linux', 'macOS', 'Windows']",relationship--5797b454-e7cc-45a3-9bf1-7708d7286531,[Valak](https://attack.mitre.org/software/S0476) has the ability to take screenshots on a compromised host.(Citation: Cybereason Valak May 2020)	 
T1059.003,['Windows'],relationship--5799308b-e710-40b8-ad64-2b7916673560,An [APT28](https://attack.mitre.org/groups/G0007) loader Trojan uses a cmd.exe and batch script to run its payload.(Citation: Unit 42 Playbook Dec 2017) The group has also used macros to execute payloads.(Citation: Talos Seduploader Oct 2017)(Citation: Unit42 Cannon Nov 2018)(Citation: Accenture SNAKEMACKEREL Nov 2018)(Citation: TrendMicro Pawn Storm Dec 2020)
T1105,"['Linux', 'macOS', 'Windows']",relationship--57a19f3b-838f-45df-8cfe-964cbe5396d2,"[Attor](https://attack.mitre.org/software/S0438) can download additional plugins, updates and other files. (Citation: ESET Attor Oct 2019)"
T1003.002,['Windows'],relationship--57a1f1a8-f1c0-4b7c-b5b4-f283a278833c,[pwdump](https://attack.mitre.org/software/S0006) can be used to dump credentials from the SAM.(Citation: Wikipedia pwdump)
T1119,"['Linux', 'macOS', 'Windows', 'IaaS', 'SaaS']",relationship--57a9c0ef-6b92-415e-9f72-a78483e35f5f,[VERMIN](https://attack.mitre.org/software/S0257) saves each collected file with the automatically generated format {0:dd-MM-yyyy}.txt .(Citation: Unit 42 VERMIN Jan 2018)
T1134,['Windows'],relationship--57aa85a9-8484-4a1a-947f-3d266d2b3c7d,[AppleSeed](https://attack.mitre.org/software/S0622) can gain system level privilege by passing <code>SeDebugPrivilege</code> to the <code>AdjustTokenPrivilege</code> API.(Citation: Malwarebytes Kimsuky June 2021)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--57ac1c4f-03fb-4b9e-a4b3-21eb76e7e305,[GoldMax](https://attack.mitre.org/software/S0588) retrieved a list of the system's network interface after execution.(Citation: MSTIC NOBELIUM Mar 2021)
T1105,"['Linux', 'macOS', 'Windows']",relationship--57ad2c1a-785c-46ad-bdf1-2f9afe2389e8,[Melcoz](https://attack.mitre.org/software/S0530) has the ability to download additional files to a compromised host.(Citation: Securelist Brazilian Banking Malware July 2020)
T1133,"['Windows', 'Linux', 'Containers', 'macOS']",relationship--57b4f42b-02e2-4cee-98f0-d6935c1e2c7b,"[GALLIUM](https://attack.mitre.org/groups/G0093) has used VPN services, including SoftEther VPN, to access and maintain persistence in victim environments.(Citation: Cybereason Soft Cell June 2019)(Citation: Microsoft GALLIUM December 2019)"
T1071.001,"['Linux', 'macOS', 'Windows']",relationship--57bf4742-638a-41fe-8c09-e0f690b74190,[BBK](https://attack.mitre.org/software/S0470) has the ability to use HTTP in communications with C2.(Citation: Trend Micro Tick November 2019)
T1547.001,['Windows'],relationship--57c700c6-e301-4433-84bd-722934f9d922,[Hancitor](https://attack.mitre.org/software/S0499)  has added Registry Run keys to establish persistence.(Citation: FireEye Hancitor)
T1027,"['Linux', 'macOS', 'Windows']",relationship--57c72f80-38bf-48b4-9f5d-eefef4025e34,The [Clambling](https://attack.mitre.org/software/S0660) executable has been obfuscated when dropped on a compromised host.(Citation: Trend Micro DRBControl February 2020)
T1204.002,"['Linux', 'macOS', 'Windows']",relationship--57c8dc86-93a0-43d6-a47c-f0f5892948b3,[DanBot](https://attack.mitre.org/software/S1014) has relied on victims' opening a malicious file for initial execution.(Citation: SecureWorks August 2019)(Citation: ClearSky Siamesekitten August 2021)
T1564.003,"['macOS', 'Windows', 'Linux']",relationship--57cb89ed-ead5-46b1-ade9-68e580274f65,[MCMD](https://attack.mitre.org/software/S0500) can modify processes to prevent them from being visible on the desktop.(Citation: Secureworks MCMD July 2019)
T1021.002,['Windows'],relationship--57d595d2-4363-4816-826e-91e45dd364e5,"During the [SolarWinds Compromise](https://attack.mitre.org/campaigns/C0024), [APT29](https://attack.mitre.org/groups/G0016) used administrative accounts to connect over SMB to targeted users.(Citation: CrowdStrike StellarParticle January 2022)"
T1087.002,"['Linux', 'macOS', 'Windows']",relationship--57da83d5-2698-41b0-92b8-a92da8a4599c,[Chimera](https://attack.mitre.org/groups/G0114) has has used <code>net user /dom</code> and <code>net user Administrator</code> to enumerate domain accounts including administrator accounts.(Citation: Cycraft Chimera April 2020)(Citation: NCC Group Chimera January 2021)
T1033,"['Linux', 'macOS', 'Windows', 'Network']",relationship--57de7812-f3b0-44d1-9548-856a26278568,[Grandoreiro](https://attack.mitre.org/software/S0531) can collect the username from the victim's machine.(Citation: ESET Grandoreiro April 2020)
T1547.001,['Windows'],relationship--57e1f6b0-7fbd-49b4-8f5d-876b759437ac,[Trojan.Karagany](https://attack.mitre.org/software/S0094) can create a link to itself in the Startup folder to automatically start itself upon system restart.(Citation: Symantec Dragonfly)(Citation: Secureworks Karagany July 2019)
T1120,"['Windows', 'macOS', 'Linux']",relationship--57e57dc4-b813-4e5c-882a-0021c7e0ff22,[USBferry](https://attack.mitre.org/software/S0452) can check for connected USB devices.(Citation: TrendMicro Tropic Trooper May 2020)
T1136.001,"['Linux', 'macOS', 'Windows', 'Network', 'Containers']",relationship--57e6eba5-cb21-4a0d-b524-4981f49037b1,[Flame](https://attack.mitre.org/software/S0143) can create backdoor accounts with login “HelpAssistant” on domain connected systems if appropriate rights are available.(Citation: Kaspersky Flame)(Citation: Kaspersky Flame Functionality)
T1497.003,"['Linux', 'macOS', 'Windows']",relationship--57e7d8ef-33dd-4a08-bce2-e516a9662383,"During [Operation Dream Job](https://attack.mitre.org/campaigns/C0022), [Lazarus Group](https://attack.mitre.org/groups/G0032) used tools that collected `GetTickCount` and `GetSystemTimeAsFileTime` data to detect sandbox or VMware services.(Citation: ClearSky Lazarus Aug 2020)"
T1584.001,['PRE'],relationship--57e9b366-fac5-4320-bb76-da81953de2dc,"During [C0010](https://attack.mitre.org/campaigns/C0010), UNC3890 actors likely compromised the domain of a legitimate Israeli shipping company.(Citation: Mandiant UNC3890 Aug 2022)"
T1053.005,['Windows'],relationship--57f8c6d0-406d-4e97-b3ff-5b2f0274231b,[Wizard Spider](https://attack.mitre.org/groups/G0102) has used scheduled tasks to establish persistence for [TrickBot](https://attack.mitre.org/software/S0266) and other malware.(Citation: CrowdStrike Grim Spider May 2019)(Citation: DHS/CISA Ransomware Targeting Healthcare October 2020)(Citation: FireEye KEGTAP SINGLEMALT October 2020)(Citation: DFIR Ryuk 2 Hour Speed Run November 2020)(Citation: Mandiant FIN12 Oct 2021)
T1552.001,"['Windows', 'IaaS', 'Linux', 'macOS', 'Containers']",relationship--580103be-ffce-4677-b24a-7092c1221ed0,[TA505](https://attack.mitre.org/groups/G0092) has used malware to gather credentials from FTP clients and Outlook.(Citation: Proofpoint TA505 Sep 2017)
T1036.004,"['Windows', 'Linux', 'macOS']",relationship--580254b6-1227-4c7d-a7b5-c4e7908e0acb,[StrongPity](https://attack.mitre.org/software/S0491) has named services to appear legitimate.(Citation: Talos Promethium June 2020)(Citation: Bitdefender StrongPity June 2020)
T1546.015,['Windows'],relationship--581061d3-6216-4a58-aa46-3640d8e94b02,[WarzoneRAT](https://attack.mitre.org/software/S0670)  can perform COM hijacking by setting the path to itself to the `HKCU\Software\Classes\Folder\shell\open\command` key with a `DelegateExecute` parameter.(Citation: Check Point Warzone Feb 2020)
T1016,"['Linux', 'macOS', 'Windows', 'Network']",relationship--5812d086-babd-4b26-8d69-62cebcfc5fc4,[Kessel](https://attack.mitre.org/software/S0487) has collected the DNS address of the infected host.(Citation: ESET ForSSHe December 2018)
T1546.007,['Windows'],relationship--581f8dd6-edd4-467b-a3d5-3177870b0264,[netsh](https://attack.mitre.org/software/S0108) can be used as a persistence proxy technique to execute a helper DLL when netsh.exe is executed.(Citation: Demaske Netsh Persistence)
T1057,"['Linux', 'macOS', 'Windows', 'Network']",relationship--58207744-6e31-457e-b36e-b73d60bacd39,[Chimera](https://attack.mitre.org/groups/G0114) has used <code>tasklist</code> to enumerate processes.(Citation: NCC Group Chimera January 2021)
T1140,"['Windows', 'Linux', 'macOS']",relationship--582215ef-b7dd-43c3-a4ca-3a4a14edde59,[Sardonic](https://attack.mitre.org/software/S1085) can first decrypt with the RC4 algorithm using a hardcoded decryption key before decompressing.(Citation: Symantec FIN8 Jul 2023)
T1574,"['Linux', 'macOS', 'Windows']",relationship--58238854-4649-4cea-a43d-aae442dc60a6,[ShimRat](https://attack.mitre.org/software/S0444) can hijack the cryptbase.dll within migwiz.exe to escalate privileges and bypass UAC controls.(Citation: FOX-IT May 2016 Mofang)
T1082,"['Windows', 'IaaS', 'Linux', 'macOS', 'Network']",relationship--5823e4cd-e6cb-4e62-8ed2-a0f296128d34,"[KEYMARBLE](https://attack.mitre.org/software/S0271) has the capability to collect the computer name, language settings, the OS version, CPU information, disk devices, and time elapsed since system start.(Citation: US-CERT KEYMARBLE Aug 2018)"
T1027.010,"['Linux', 'macOS', 'Windows']",relationship--5829ee6d-68e4-44a8-828e-ba188b14c163,[Magic Hound](https://attack.mitre.org/groups/G0059) has used base64-encoded commands.(Citation: Unit 42 Magic Hound Feb 2017)(Citation: Microsoft Iranian Threat Actor Trends November 2021)
